house_ID,Location,HouseType,Condition,Size_sqft,Bedrooms,Bathrooms,Floors,Parking,YearBuilt,DistanceToCityCenter_km,Price 
332,Skykomish,Apartment,Renovated,980,2,4,2,No,1922,5.5,134000
333,Kirkland,Bungalow,New,1960,3,3,1,Yes,1977,2.5,402000
334,Seattle,Townhouse,Renovated,720,2,4,1,Yes,1955,1,205000
335,Seattle,Villa,Old,1360,2,3,2,No,1997,5,553650
336,Redmond,Bungalow,Old,1870,2,4,1,Yes,2006,6,559950
337,Kent,Townhouse,New,2130,4,2,1,Yes,1962,8,260000
338,Kent,Townhouse,Old,1810,4,3,2,No,1994,7,270000
339,Issaquah,Townhouse,Old,2200,2,3,1,No,1973,9.5,295000
340,Seattle,Townhouse,New,1690,3,2,1,No,1928,6.8,719000
341,Kent,Townhouse,Old,1940,3,3,1,Yes,1989,9.4,266000
342,Kent,Apartment,Renovated,2320,4,4,2,Yes,2004,5.3,325900
343,Normandy Park,Bungalow,Renovated,2060,4,3,1,Yes,1947,6.8,647500
344,Seattle,Townhouse,Renovated,3410,4,4,2,Yes,1910,9.1,1039000
345,Redmond,Apartment,New,2250,4,3,2,Yes,1980,5.8,569000
346,Kent,Villa,Renovated,1390,3,3,1,Yes,1975,3,246000
347,Seattle,Townhouse,Old,1060,2,2,1,Yes,1926,6,515000
348,Seattle,Villa,Old,1490,3,4,1,Yes,1954,8,207000
349,Bellevue,Villa,New,2480,4,4,1,Yes,1950,5,780000
350,Kent,Townhouse,Old,2440,5,4,1,Yes,1975,1,489990
351,Auburn,Townhouse,Old,2240,3,3,1,Yes,1980,1,335000
352,Federal Way,Apartment,New,1920,3,4,2,Yes,1993,2,295000
353,Seattle,Townhouse,Old,1890,3,4,1,Yes,1944,3,385000
354,Kent,Townhouse,Renovated,2250,4,2,1,Yes,1940,5,350000
355,Seattle,Townhouse,Renovated,1270,2,3,1,Yes,1923,6,235000
356,Seattle,Apartment,Renovated,960,2,4,2,Yes,1993,5.6,358000
357,Sammamish,Bungalow,New,3290,4,2,2,No,2002,5.5,716500
358,Seattle,Townhouse,Renovated,2000,4,2,1,No,1965,4.5,228000
359,Seattle,Villa,Old,1020,2,3,1,No,1948,1,405000
360,Redmond,Bungalow,Old,1840,4,2,1,Yes,1967,1.5,538000
361,Bellevue,Townhouse,New,1980,3,2,1,Yes,1973,6,530000
362,Seattle,Apartment,Old,3510,6,5,1,No,1906,7,1750000
363,Seattle,Bungalow,Old,1230,2,3,1,Yes,1925,8,636000
364,Woodinville,Townhouse,New,2280,4,4,2,No,2004,4,535000
365,Bellevue,Apartment,Old,2430,3,1,1,Yes,1952,5.5,1500000
366,Renton,Villa,Renovated,2920,3,1,3,Yes,2008,6.4,868500
367,Seattle,Townhouse,Renovated,2280,4,2,1,Yes,1930,8.4,530000
368,Woodinville,Villa,Renovated,1510,3,3,1,Yes,1954,5,450000
369,Seattle,Villa,New,950,3,3,1,Yes,1939,6.1,230000
370,Tukwila,Townhouse,Renovated,1190,3,4,2,No,2002,4.5,229000
371,Redmond,Townhouse,Old,1310,3,3,1,No,1976,2.5,437000
372,Seattle,Apartment,Old,2800,5,5,1,Yes,1932,6.5,1307000
373,Kirkland,Townhouse,New,1750,3,3,2,Yes,1991,3.5,595000
374,Seattle,Townhouse,Old,1320,3,3,1,Yes,1918,6.5,660000
375,Federal Way,Townhouse,Old,2460,4,4,2,Yes,1989,9.7,347500
376,Renton,Apartment,New,1240,3,3,1,Yes,1967,8.5,297950
377,Des Moines,Bungalow,Old,1260,3,3,1,No,1955,6.5,245000
378,Burien,Townhouse,Renovated,2820,6,3,1,Yes,1940,8.4,543200
379,Mercer Island,Villa,Renovated,3820,4,3,2,Yes,1990,9.4,1250000
380,Seattle,Bungalow,Renovated,1540,3,4,3,No,2008,6.4,413450
381,Snoqualmie,Townhouse,New,1550,2,1,2,Yes,1972,5.5,330000
382,Redmond,Apartment,Renovated,1460,3,1,1,Yes,1979,2.5,424500
383,Algona,Bungalow,Old,1390,3,2,1,Yes,1960,3.6,230000
384,Seattle,Townhouse,Old,2640,3,3,2,Yes,1912,4.9,930000
385,Renton,Apartment,New,1590,3,3,1,Yes,1988,5.5,349000
386,Seattle,Villa,Old,1910,4,4,2,Yes,1941,2.5,835000
387,Burien,Townhouse,Old,2015,3,3,2,Yes,2007,1,988500
388,Seattle,Villa,New,1410,3,5,3,Yes,2012,5,500000
389,Seattle,Villa,Old,1110,2,3,2,Yes,2005,6,499000
390,Seattle,Townhouse,Renovated,860,2,3,2,Yes,2007,8,321950
391,Kenmore,Townhouse,Renovated,2310,3,4,2,Yes,2011,7,494000
392,Seattle,Apartment,Renovated,1020,2,3,3,Yes,2008,9.5,441750
393,Seattle,Townhouse,New,980,2,3,2,Yes,2010,6.8,438000
394,Woodinville,Townhouse,Renovated,4230,4,3,2,Yes,1989,9.4,985000
395,Renton,Townhouse,Old,1640,3,3,1,Yes,1972,5.3,352000
396,Renton,Apartment,Old,3810,4,4,1,Yes,2013,6.3,839900
397,Issaquah,Bungalow,New,2790,4,3,2,Yes,1996,4.5,765000
399,Seattle,Townhouse,Old,1750,4,5,2,No,1926,1,460000
400,Auburn,Villa,Old,1430,4,3,2,No,1983,1.5,224500
401,Covington,Bungalow,New,1850,3,3,2,No,2003,6,254000
402,Vashon,Townhouse,Old,960,2,4,1,Yes,1984,7,255000
403,Woodinville,Apartment,Renovated,2480,3,3,1,Yes,1976,8,610000
404,Sammamish,Bungalow,Renovated,3750,4,3,2,No,1976,4,920000
405,Federal Way,Townhouse,Renovated,2600,4,3,2,Yes,1988,5.5,402500
406,Renton,Apartment,New,1390,3,3,1,No,1912,6.4,280950
407,Issaquah,Villa,Renovated,2260,4,4,2,Yes,1989,8.4,604000
408,Lake Forest Park,Townhouse,Old,2470,4,1,2,Yes,1984,5,565000
409,Seattle,Villa,Old,810,2,1,1,Yes,1928,6.1,255000
410,Seattle,Villa,New,1650,4,2,1,Yes,1959,4.5,445000
411,Sammamish,Townhouse,Old,3000,3,3,2,Yes,2001,2.5,2400000
412,Seattle,Townhouse,Old,720,2,4,1,No,1950,6.5,195000
413,Fall City,Apartment,New,1390,3,3,1,Yes,1922,3.5,275000
414,Issaquah,Townhouse,Old,1445,3,5,2,Yes,2003,6.5,387000
415,Seattle,Townhouse,Renovated,1840,2,3,2,No,1910,9.7,490000
416,Snoqualmie,Townhouse,Renovated,2100,3,3,2,Yes,1999,8.5,505000
417,Kirkland,Apartment,Renovated,1060,3,4,1,Yes,1973,6.5,303500
418,Seattle,Bungalow,New,1500,3,3,1,No,1953,8.4,270000
419,Renton,Townhouse,Renovated,1970,4,3,1,No,1977,9.4,323000
420,Seattle,Villa,Old,1410,3,3,3,No,2005,6.4,382000
421,Bellevue,Bungalow,Old,3720,4,3,1,Yes,1962,5.5,1370000
422,Auburn,Townhouse,New,2190,4,4,1,Yes,1977,2.5,280000
423,Federal Way,Townhouse,Old,1920,3,4,1,Yes,1969,3.6,260000
424,Kent,Townhouse,Old,1160,3,4,1,Yes,1959,4.9,201500
425,Woodinville,Townhouse,New,5860,4,4,2,Yes,1996,5.5,1157200
426,Seattle,Townhouse,Old,2000,4,4,2,Yes,1926,2.5,536500
427,Algona,Apartment,Renovated,2163,4,3,2,Yes,2006,1,248000
428,Issaquah,Bungalow,Renovated,3480,5,2,1,Yes,1976,5,532000
429,Kenmore,Townhouse,Renovated,2840,4,3,2,Yes,1998,6,580000
430,Seattle,Apartment,New,1150,2,3,1,Yes,1905,8,463000
431,Seattle,Villa,Renovated,3100,4,3,2,Yes,1919,7,742500
432,Kent,Townhouse,Old,1420,3,3,1,Yes,1963,9.5,260000
433,Woodinville,Villa,Old,2430,4,4,1,Yes,1993,6.8,590000
434,Kent,Villa,New,1930,4,2,1,Yes,1984,9.4,312000
435,Redmond,Townhouse,Old,1660,3,3,1,Yes,1980,6.7,566000
436,Bellevue,Townhouse,Old,1400,3,2,1,Yes,1963,2.3,511555
437,Redmond,Apartment,New,2660,4,3,2,No,2001,5.3,583000
438,Auburn,Townhouse,Old,2000,4,3,1,No,1968,6.3,290000
439,Renton,Townhouse,Renovated,2130,4,3,1,No,1977,4.5,311100
440,Seattle,Townhouse,Renovated,1352,3,3,3,Yes,2007,1,325000
441,Sammamish,Apartment,Renovated,1750,3,4,1,Yes,1987,1.5,491300
442,Burien,Bungalow,New,2320,5,4,1,No,1956,6,315000
443,Renton,Townhouse,Renovated,1420,2,3,1,Yes,1956,7,360000
444,Renton,Villa,Old,1940,4,3,2,No,2003,8,330000
445,Seattle,Bungalow,Old,1410,3,3,1,Yes,1940,4,481450
446,Black Diamond,Townhouse,New,1360,3,5,1,Yes,1977,5.5,234950
447,North Bend,Apartment,Old,1220,3,4,1,Yes,1962,6.4,251000
448,Bellevue,Bungalow,Old,2830,4,4,2,No,1979,8.4,782000
449,Sammamish,Townhouse,New,3780,4,5,2,No,1999,5,833000
450,Bellevue,Apartment,Old,2330,4,3,2,Yes,1978,6.1,542500
451,Redmond,Villa,Renovated,3560,3,2,2,Yes,1987,4.5,851000
452,Ravensdale,Townhouse,Renovated,1470,4,4,1,Yes,1976,2.5,325000
453,Ravensdale,Villa,Renovated,3060,4,3,2,Yes,1992,6.5,415000
454,Seattle,Villa,New,1030,3,4,1,Yes,1947,3.5,252500
455,Federal Way,Townhouse,Renovated,1930,4,3,1,Yes,1968,6.5,465000
456,Duvall,Townhouse,Old,1780,3,4,1,Yes,1979,9.7,336900
457,Maple Valley,Apartment,Old,2000,3,2,2,Yes,1992,8.5,225000
458,Renton,Townhouse,New,1690,3,3,1,Yes,1969,6.5,270000
459,Mercer Island,Townhouse,Old,5190,5,3,2,Yes,1987,8.4,1702500
460,Seattle,Townhouse,Old,1300,3,2,1.5,Yes,1925,9.4,536000
461,Woodinville,Apartment,New,2400,4,3,2,Yes,1982,6.4,585000
462,Seattle,Bungalow,Old,1150,2,4,1,Yes,1940,5.5,445000
463,Renton,Townhouse,Renovated,2310,4,3,2,Yes,1980,2.5,320000
464,Seattle,Villa,Renovated,2730,4,4,2,Yes,2006,3.6,769900
465,Kenmore,Bungalow,Renovated,2840,4,3,2,Yes,2012,4.9,557000
466,Seattle,Townhouse,New,1020,2,3,2,No,2004,5.5,212000
467,Seattle,Apartment,Renovated,1340,3,2,3,No,2008,2.5,376000
468,Carnation,Bungalow,Old,3540,4,4,2,No,2007,1,800000
469,Issaquah,Townhouse,Old,7270,5,4,2,Yes,2010,5,2238888
470,Seattle,Apartment,New,998,3,4,2,Yes,2007,6,324000
471,Seattle,Villa,Old,3060,5,3,1,No,1979,8,549900
472,Maple Valley,Townhouse,Old,2130,3,4,2,Yes,2003,7,320000
473,Seattle,Villa,New,2520,4,4,1,No,1921,9.5,875000
474,Kent,Villa,Old,1940,4,2,1,Yes,1962,6.8,265000
475,Seattle,Townhouse,Renovated,1350,3,3,3,Yes,2006,9.4,394950
476,Seattle,Townhouse,Renovated,2160,4,4,2,Yes,1902,5.3,842500
477,Seattle,Apartment,Renovated,1370,3,2,2,Yes,2007,6.3,368000
478,Redmond,Townhouse,New,5420,4,2,1,Yes,2001,4.5,1225000
479,Seattle,Townhouse,Renovated,2830,4,3,1,No,1995,1,885000
480,Issaquah,Townhouse,Old,2010,3,2,1,Yes,2014,1.5,453246
481,Clyde Hill,Apartment,Old,3300,4,2,1,Yes,1953,6,927000
482,Seattle,Bungalow,New,1230,2,5,1,No,2004,7,490000
483,Shoreline,Townhouse,Old,1720,3,4,2,Yes,1952,8,341000
484,Seattle,Villa,Old,810,1,1,1,Yes,1941,4,235000
485,Mercer Island,Bungalow,Old,1560,3,1,3,No,1928,5.5,1200000
486,Auburn,Townhouse,Renovated,2560,3,2,1,No,1986,6.4,560000
487,Bellevue,Apartment,Renovated,4700,4,3,2,No,1978,8.4,900000
488,Seattle,Bungalow,Renovated,1220,2,3,1,Yes,1910,5,255000
489,Bellevue,Townhouse,New,3650,5,4,1,Yes,1975,6.1,1575000
490,Mercer Island,Apartment,Renovated,2170,3,3,2,Yes,1928,4.5,876650
491,Duvall,Villa,Old,2540,4,5,1,Yes,1990,2.5,540000
492,Seattle,Townhouse,Old,910,2,3,1,Yes,1906,6.5,350000
493,Bellevue,Villa,New,2980,4,3,2,Yes,2000,3.5,750000
494,Seattle,Villa,Old,2120,4,4,1,Yes,1951,6.5,582000
495,Seattle,Townhouse,Old,3460,4,3,1,Yes,2004,9.7,1315000
496,Seattle,Townhouse,New,2480,5,3,2,Yes,2004,8.5,372500
497,Maple Valley,Apartment,Old,2200,3,3,1,Yes,1987,6.5,410000
498,Seattle,Townhouse,Renovated,1730,4,3,1,Yes,1943,8.4,360000
499,Seattle,Townhouse,Renovated,2920,3,4,2,Yes,1954,9.4,1015000
500,Renton,Townhouse,Renovated,990,3,1,1,Yes,1966,6.4,225000
501,Sammamish,Apartment,New,3040,4,1,1,Yes,1999,5.5,647000
502,Woodinville,Bungalow,Renovated,4530,5,2,1,Yes,2003,2.5,950000
503,Auburn,Townhouse,Old,1370,3,3,2,Yes,1961,3.6,185000
504,Renton,Villa,Old,1940,3,3,2,No,2004,4.9,335000
505,Seattle,Bungalow,New,1040,3,4,1,No,2004,5.5,210000
506,Kirkland,Townhouse,Old,1800,4,3,1,No,1980,2.5,522000
507,Seattle,Townhouse,Old,1720,3,5,2,Yes,1954,1,770000
508,Seattle,Townhouse,New,980,3,3,2,Yes,1941,5,499950
509,Redmond,Townhouse,Old,3110,4,3,2,No,2004,6,751000
510,Burien,Townhouse,Renovated,2100,5,4,2,Yes,2013,8,330000
511,Kirkland,Apartment,Renovated,2020,3,3,2,No,1956,7,465000
512,Mercer Island,Bungalow,Renovated,2350,4,3,1,Yes,1961,9.5,850000
513,Mercer Island,Townhouse,New,3290,4,3,1,Yes,1968,6.8,947500
514,Maple Valley,Apartment,Renovated,2180,5,3,1,Yes,1986,9.4,302000
515,Seattle,Villa,Old,1290,2,4,1,Yes,2007,5.3,500000
516,Kent,Townhouse,Old,1460,3,3,1,Yes,1969,6.8,201000
517,Redmond,Villa,New,1290,2,5,1,No,2008,9.1,265000
518,Seattle,Villa,Old,2350,4,3,1,Yes,1910,5.8,870300
519,Shoreline,Townhouse,Old,1080,3,3,2,Yes,1955,3,339000
520,Issaquah,Townhouse,New,2670,4,4,1,No,1989,6,690000
521,Issaquah,Apartment,Old,3680,4,3,1,Yes,2003,8,788000
522,Seattle,Townhouse,Renovated,1440,3,3,2,Yes,1951,5,315275
523,Seattle,Townhouse,Renovated,1940,4,3,2,Yes,1922,1,505000
524,Woodinville,Townhouse,Renovated,1280,3,3,3,Yes,1968,1,368000
525,Burien,Apartment,New,2980,3,4,2,Yes,1917,2,947500
526,Federal Way,Bungalow,Renovated,970,3,1,2,Yes,1959,3,156000
527,Seattle,Townhouse,Old,2110,4,1,1,Yes,1930,5,610000
528,Redmond,Villa,Old,1480,2,2,1,Yes,2009,6,420000
529,Normandy Park,Bungalow,New,700,2,3,1,Yes,1953,5.6,192000
530,Seattle,Townhouse,Old,2700,3,4,1,Yes,1962,5.5,910000
531,Seattle,Apartment,Old,2330,4,3,1,Yes,1918,4.5,1300000
532,Clyde Hill,Bungalow,New,3380,5,5,1,Yes,1963,2.3,1346400
533,Seattle,Townhouse,Old,2600,4,3,2,Yes,1936,5.3,840000
534,Seattle,Apartment,Renovated,1360,2,3,2,Yes,1975,6.3,300000
535,Kirkland,Villa,Renovated,2780,4,4,2,Yes,1978,4.5,505000
536,Maple Valley,Townhouse,Renovated,1250,3,3,2,Yes,1945,1,110000
537,Bellevue,Villa,New,2620,3,3,2,Yes,1992,1.5,746000
538,Burien,Villa,Renovated,1350,3,3,1,No,1941,6,211000
539,Seattle,Townhouse,Old,2400,4,3,2,No,1964,7,675000
540,Seattle,Townhouse,Old,2760,4,4,2,No,1928,8,734200
541,Mercer Island,Apartment,New,3070,4,4,1,Yes,1976,4,1225000
542,Vashon,Townhouse,Old,2040,2,4,1,Yes,1919,5.5,615000
543,Seattle,Townhouse,Old,1770,4,4,1,No,1911,6.4,630000
544,Bellevue,Townhouse,New,3490,4,4,1,Yes,2012,8.4,1264000
545,Seattle,Apartment,Old,830,2,3,1,No,2005,5,301500
546,Seattle,Bungalow,Renovated,980,2,2,2,Yes,2009,6.1,369000
547,Seattle,Townhouse,Renovated,1570,3,3,2,Yes,2010,4.5,635000
548,Redmond,Villa,Renovated,3270,4,3,1,Yes,2014,2.5,1033888
549,Maple Valley,Bungalow,New,2160,4,3,2,Yes,2010,6.5,383000
550,Kirkland,Townhouse,Renovated,3280,4,3,1,Yes,2008,3.5,1050000
551,Renton,Apartment,Old,3360,4,4,2,No,2001,6.5,455000
552,Redmond,Bungalow,Old,3150,5,2,2,Yes,2013,9.7,819900
553,Seattle,Townhouse,New,1810,3,3,2,Yes,2009,8.5,625000
554,Sammamish,Apartment,Old,2740,4,2,1,No,1993,6.5,651000
555,Woodinville,Villa,Old,3830,5,3,2,Yes,1976,8.4,480000
556,Issaquah,Townhouse,New,3190,3,3,1,Yes,2007,9.4,757000
557,Kenmore,Villa,Old,2350,3,3,2,No,1977,6.4,460000
558,Federal Way,Villa,Renovated,2510,4,3,1,No,1972,5.5,267345
559,Redmond,Townhouse,Renovated,1680,2,4,1,No,2006,2.5,530000
560,Shoreline,Townhouse,Renovated,1770,3,4,1,Yes,1954,3.6,449500
561,Renton,Apartment,New,1090,3,3,1,Yes,1981,4.9,289000
562,Kent,Townhouse,Renovated,3001,5,3,1,Yes,2006,5.5,373000
563,Seattle,Townhouse,Old,2450,5,3,1,Yes,1994,2.5,525000
564,Issaquah,Townhouse,Old,3610,3,5,2,Yes,2003,1,777000
565,Bellevue,Apartment,New,2250,4,4,1,Yes,1956,5,550000
566,Bellevue,Bungalow,Old,1240,3,4,2,Yes,1957,6,523000
567,Seattle,Townhouse,Old,2260,4,5,1,Yes,1958,8,628000
568,Redmond,Villa,New,2090,4,3,1,Yes,1963,7,581000
569,Seattle,Bungalow,Old,2020,5,2,2,Yes,1962,9.5,245000
570,Seattle,Townhouse,Renovated,1960,3,4,1,Yes,1911,6.8,415000
571,Yarrow Point,Apartment,Renovated,3120,5,3,1,Yes,1969,9.4,1895000
572,Kent,Bungalow,Renovated,1250,3,4,3,Yes,1967,5.3,225000
573,Duvall,Townhouse,New,1490,3,3,1,Yes,1987,6.3,287000
574,Seattle,Apartment,Renovated,2890,6,4,3,Yes,1906,4.5,799200
575,Auburn,Villa,Old,1900,3,2,2,Yes,1942,1,239950
576,Seattle,Townhouse,Old,1680,3,3,2,No,1922,1.5,591000
577,Bellevue,Villa,New,2030,3,3,1,No,1975,6,700000
578,Renton,Villa,Old,3740,4,2,1,No,2004,7,475000
579,Seattle,Townhouse,Old,1580,3,3,2,Yes,1951,8,575000
580,Seattle,Townhouse,New,1780,3,4,1,Yes,1927,4,771000
581,Seattle,Apartment,Old,910,2,3,2,No,1943,5.5,155000
582,Seattle,Townhouse,Renovated,3440,7,4,1,Yes,1970,6.4,550000
583,Bellevue,Townhouse,Renovated,1740,3,3,2,No,1975,8.4,645000
584,Shoreline,Townhouse,Renovated,3400,5,3,1,Yes,1959,5,464000
585,Sammamish,Apartment,New,4400,4,2,1,Yes,2003,6.1,1050000
586,Vashon,Bungalow,Renovated,2010,3,4,1,Yes,1977,4.5,350000
587,Woodinville,Townhouse,Old,2710,4,4,2,Yes,1977,2.5,591000
588,Seattle,Villa,Old,5300,4,4,1,Yes,1923,6.5,2555000
589,Seattle,Bungalow,New,1310,3,3,1,No,1956,3.5,717000
590,SeaTac,Townhouse,Old,1950,4,4,1,No,1939,6.5,225000
591,Seattle,Townhouse,Old,1040,3,4,2,Yes,1947,9.7,225000
592,Kirkland,Townhouse,New,1090,3,2,2,Yes,1968,8.5,345000
593,Seattle,Townhouse,Old,650,2,3,1,Yes,1931,6.5,230000
594,Seattle,Townhouse,Renovated,1480,3,4,1,Yes,1943,8.4,385000
595,Kirkland,Apartment,Renovated,790,2,2,1,Yes,1973,9.4,90000
596,Bellevue,Bungalow,Renovated,3560,4,2,1,No,1986,6.4,860000
597,Newcastle,Townhouse,New,3000,4,3,1,Yes,2006,5.5,675000
598,Bellevue,Apartment,Renovated,3490,4,2,3,Yes,2000,2.5,975000
599,Mercer Island,Villa,Old,2340,3,2,2,No,1967,3.6,780000
600,Shoreline,Townhouse,Old,1650,3,5,1,Yes,1951,4.9,370000
601,Seattle,Villa,New,1940,3,3,1,Yes,1944,5.5,665000
602,Redmond,Villa,Old,3410,5,4,1,Yes,1968,2.5,675000
603,Seattle,Townhouse,Old,1710,3,1,2,Yes,1909,1,620000
604,Seattle,Townhouse,New,2740,4,1,1,Yes,1905,5,1105000
605,Seattle,Apartment,Old,1250,3,2,2,Yes,2010,6,450000
606,Covington,Townhouse,Renovated,2450,3,3,2,Yes,1978,8,450000
607,Bellevue,Townhouse,Renovated,1690,3,3,1,Yes,1958,7,530000
608,Bellevue,Townhouse,Renovated,1950,4,4,1,Yes,1969,9.5,635000
609,Bellevue,Apartment,New,2290,5,3,2,Yes,1964,6.8,580000
610,Mercer Island,Bungalow,Renovated,3370,5,5,1,Yes,1982,9.4,1550000
611,Burien,Townhouse,Old,1090,3,3,1,Yes,1973,6.7,285000
612,Normandy Park,Villa,Old,1190,3,3,1,Yes,1953,2.3,375000
613,Mercer Island,Bungalow,New,3530,5,4,1,Yes,2001,5.3,1400000
614,Seattle,Townhouse,Old,1440,3,3,2,Yes,1910,6.3,560000
615,Lake Forest Park,Apartment,Old,2180,4,3,2,Yes,1956,4.5,405000
616,Seattle,Bungalow,New,1410,4,3,2,Yes,1925,1,413000
617,Auburn,Townhouse,Old,1950,3,3,2,No,1990,1.5,287600
618,Mercer Island,Apartment,Renovated,4860,5,4,2,No,1989,6,1680000
619,Auburn,Villa,Renovated,1660,3,1,2,No,1963,7,225000
620,Woodinville,Townhouse,Renovated,1390,3,1,3,Yes,1968,8,319000
621,Duvall,Villa,New,1350,3,2,1,Yes,1989,4,322500
622,Seattle,Villa,Renovated,1530,3,3,3,No,1937,5.5,570000
623,Seattle,Townhouse,Old,1270,3,3,2,Yes,1950,6.4,465000
624,Snoqualmie,Townhouse,Old,2140,4,4,2,No,2002,8.4,435000
625,Kenmore,Apartment,New,2040,4,3,2,Yes,2012,5,502000
626,Woodinville,Townhouse,Old,2876,3,5,2,Yes,2007,6.1,525000
627,Seattle,Townhouse,Old,1580,3,3,1,Yes,2008,4.5,525000
628,Snoqualmie,Townhouse,New,3400,4,3,2,Yes,2012,2.5,660000
629,Seattle,Apartment,Old,3520,4,4,1,Yes,2006,6.5,870000
630,Seattle,Bungalow,Renovated,2210,4,3,2,No,2013,3.5,650000
631,Renton,Townhouse,Renovated,2790,4,3,1,Yes,2009,6.5,505000
632,Seattle,Villa,Renovated,1450,3,3,2,Yes,2007,9.7,330000
633,Seattle,Bungalow,New,1620,4,3,1,No,1947,8.5,385000
634,Seattle,Townhouse,Renovated,1220,3,4,1,Yes,2007,6.5,306000
635,Seattle,Apartment,Old,2000,3,3,1,Yes,1921,8.4,546000
636,Mercer Island,Bungalow,Old,2190,4,5,1,No,1958,9.4,925000
637,Bellevue,Townhouse,New,1900,4,3,2,No,1955,6.4,542000
639,Seattle,Apartment,Old,1700,3,3,1,No,1906,5.5,800000
640,Seattle,Villa,Old,2540,5,4,1,Yes,1929,2.5,620000
641,Des Moines,Townhouse,New,1170,2,3,1,Yes,1911,3.6,175000
642,Federal Way,Villa,Old,5774,5,3,1,Yes,1984,4.9,740000
643,Renton,Villa,Renovated,2120,3,3,1,Yes,1984,5.5,345000
644,Sammamish,Townhouse,Renovated,2170,3,3,1,Yes,1986,2.5,510000
645,Normandy Park,Townhouse,Renovated,2450,4,4,1,Yes,1974,1,530000
646,Renton,Apartment,New,700,2,1,1,Yes,1952,5,155000
647,Kent,Townhouse,Renovated,1780,3,1,2,Yes,1986,6,266000
648,Auburn,Townhouse,Old,1850,3,2,2,Yes,1952,8,257200
649,Auburn,Townhouse,Old,1570,3,3,1,Yes,1998,7,265000
650,Seattle,Apartment,New,1290,3,4,2,Yes,1951,9.5,372220
651,Seattle,Bungalow,Old,1700,5,3,1,Yes,1956,6.8,337500
652,Seattle,Townhouse,Old,1159,2,5,2,Yes,1948,9.4,582500
653,Kirkland,Villa,New,1850,3,3,2,Yes,1965,5.3,489200
654,Seattle,Bungalow,Old,840,2,3,1,Yes,1947,6.3,405100
655,Issaquah,Townhouse,Renovated,1690,3,4,1,Yes,2014,4.5,372977
656,Kenmore,Apartment,Renovated,1050,3,3,2,No,1953,1,310000
657,Seattle,Bungalow,Renovated,1400,3,3,1,No,1904,1.5,538000
658,Seattle,Townhouse,New,2550,3,3,2,No,1981,6,1400000
659,Maple Valley,Apartment,Renovated,1840,3,3,2,Yes,2012,7,317000
